,pokedex_number,generation,name,description,sound_name,image_name
647,648,5,Meloetta,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,meloetta,meloetta
648,649,5,Genesect,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,genesect,genesect
649,650,6,Chespin,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",chespin,chespin
650,651,6,Quilladin,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,quilladin,quilladin
651,652,6,Chesnaught,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,chesnaught,chesnaught
652,653,6,Fennekin,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",fennekin,fennekin
653,654,6,Braixen,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",braixen,braixen
654,655,6,Delphox,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",delphox,delphox
655,656,6,Froakie,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,froakie,froakie
656,657,6,Frogadier,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",frogadier,frogadier
657,658,6,Greninja,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",greninja,greninja
658,659,6,Bunnelby,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.",bunnelby,bunnelby
659,660,6,Diggersby,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",diggersby,diggersby
660,661,6,Fletchling,Its melodious cries are actually warnings. Fletchling will mercilessly peck at anything that enters its territory.,fletchling,fletchling
661,662,6,Fletchinder,"Fletchinder launches embers into the den of its prey. When the prey comes leaping out, Fletchinder’s sharp talons finish it off.",fletchinder,fletchinder
662,663,6,Talonflame,"Talonflame mainly preys upon other bird Pokémon. To intimidate opponents, it sends embers spewing from gaps between its feathers.",talonflame,talonflame
663,664,6,Scatterbug,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",scatterbug,scatterbug
664,665,6,Spewpa,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",spewpa,spewpa
665,666,6,Vivillon,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,vivillon,vivillon
666,667,6,Litleo,"When they’re young, they live with a pride. Once they’re able to hunt prey on their own, they’re kicked out and have to make their own way.",litleo,litleo
667,668,6,Pyroar,"The males are usually lazy, but when attacked by a strong foe, a male will protect its friends with no regard for its own safety.",pyroar,pyroar
668,669,6,Flabébé,"It’s not safe without the power of a flower, but it will keep traveling around until it finds one with the color and shape it wants.",flabb,flabb
669,670,6,Floette,"It raises flowers and uses them as weapons. The more gorgeous the blossom, the more power it contains.",floette,floette
670,671,6,Florges,It controls the flowers it grows. The petal blizzards that Florges triggers are overwhelming in their beauty and power.,florges,florges
671,672,6,Skiddo,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",skiddo,skiddo
672,673,6,Gogoat,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,gogoat,gogoat
673,674,6,Pancham,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,pancham,pancham
674,675,6,Pangoro,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.",pangoro,pangoro
675,676,6,Furfrou,There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style.,furfrou,furfrou
676,677,6,Espurr,"Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power.",espurr,espurr
677,678,6,Meowstic,"Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however.",meowstic,meowstic
678,679,6,Honedge,Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.,honedge,honedge
679,680,6,Doublade,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,doublade,doublade
680,681,6,Aegislash,"In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack.",aegislash,aegislash
681,682,6,Spritzee,A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.,spritzee,spritzee
682,683,6,Aromatisse,The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.,aromatisse,aromatisse
683,684,6,Swirlix,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.",swirlix,swirlix
684,685,6,Slurpuff,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.",slurpuff,slurpuff
685,686,6,Inkay,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.,inkay,inkay
686,687,6,Malamar,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control.",malamar,malamar
687,688,6,Binacle,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide.",binacle,binacle
688,689,6,Barbaracle,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.,barbaracle,barbaracle
689,690,6,Skrelp,"It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead.",skrelp,skrelp
690,691,6,Dragalge,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.,dragalge,dragalge
691,692,6,Clauncher,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar.",clauncher,clauncher
692,693,6,Clawitzer,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target.",clawitzer,clawitzer
693,694,6,Helioptile,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves.",helioptile,helioptile
694,695,6,Heliolisk,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them.",heliolisk,heliolisk
695,696,6,Tyrunt,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws.",tyrunt,tyrunt
696,697,6,Tyrantrum,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.",tyrantrum,tyrantrum
697,698,6,Amaura,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators.",amaura,amaura
698,699,6,Aurorus,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky.",aurorus,aurorus
699,700,6,Sylveon,"By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict.",sylveon,sylveon
700,701,6,Hawlucha,"It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move.",hawlucha,hawlucha
701,702,6,Dedenne,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.,dedenne,dedenne
702,703,6,Carbink,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body.",carbink,carbink
703,704,6,Goomy,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon.",goomy,goomy
704,705,6,Sliggoo,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it.",sliggoo,sliggoo
705,706,6,Goodra,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable.",goodra,goodra
706,707,6,Klefki,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what.",klefki,klefki
707,708,6,Phantump,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.",phantump,phantump
708,709,6,Trevenant,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.",trevenant,trevenant
709,710,6,Pumpkaboo,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,pumpkaboo,pumpkaboo
710,711,6,Gourgeist,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,gourgeist,gourgeist
711,712,6,Bergmite,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.",bergmite,bergmite
712,713,6,Avalugg,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs.",avalugg,avalugg
713,714,6,Noibat,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",noibat,noibat
714,715,6,Noivern,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",noivern,noivern
715,716,6,Xerneas,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,xerneas,xerneas
716,717,6,Yveltal,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",yveltal,yveltal
717,718,6,Zygarde,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.,zygarde,zygarde
718,719,6,Diancie,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",diancie,diancie
719,720,6,Hoopa,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.",hoopa,hoopa
720,721,6,Volcanion,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,volcanion,volcanion
721,722,7,Rowlet,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.",rowlet,rowlet
722,723,7,Dartrix,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",dartrix,dartrix
723,724,7,Decidueye,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",decidueye,decidueye
724,725,7,Litten,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.",litten,litten
725,726,7,Torracat,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",torracat,torracat
726,727,7,Incineroar,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.",incineroar,incineroar
727,728,7,Popplio,The balloons it inflates with its nose grow larger and larger as it practices day by day.,popplio,popplio
728,729,7,Brionne,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.,brionne,brionne
729,730,7,Primarina,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.",primarina,primarina
730,731,7,Pikipek,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.,pikipek,pikipek
731,732,7,Trumbeak,It can bend the tip of its beak to produce over a hundred different cries at will.,trumbeak,trumbeak
732,733,7,Toucannon,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.,toucannon,toucannon
733,734,7,Yungoos,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter.",yungoos,yungoos
734,735,7,Gumshoos,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.",gumshoos,gumshoos
735,736,7,Grubbin,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches.",grubbin,grubbin
736,737,7,Charjabug,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.",charjabug,charjabug
737,738,7,Vikavolt,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.",vikavolt,vikavolt
738,739,7,Crabrawler,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,crabrawler,crabrawler
739,740,7,Crabominable,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,crabominable,crabominable
740,741,7,Oricorio,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio,oricorio
741,742,7,Cutiefly,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",cutiefly,cutiefly
742,743,7,Ribombee,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.,ribombee,ribombee
743,744,7,Rockruff,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.",rockruff,rockruff
744,745,7,Lycanroc,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.,lycanroc,lycanroc
745,746,7,Wishiwashi,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.",wishiwashi,wishiwashi
746,747,7,Mareanie,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.,mareanie,mareanie
747,748,7,Toxapex,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.",toxapex,toxapex
748,749,7,Mudbray,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,mudbray,mudbray
749,750,7,Mudsdale,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,mudsdale,mudsdale
750,751,7,Dewpider,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,dewpider,dewpider
751,752,7,Araquanid,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.",araquanid,araquanid
752,753,7,Fomantis,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.",fomantis,fomantis
753,754,7,Lurantis,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.",lurantis,lurantis
754,755,7,Morelull,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,morelull,morelull
755,756,7,Shiinotic,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.",shiinotic,shiinotic
756,757,7,Salandit,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,salandit,salandit
757,758,7,Salazzle,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,salazzle,salazzle
758,759,7,Stufful,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.",stufful,stufful
759,760,7,Bewear,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.",bewear,bewear
760,761,7,Bounsweet,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.",bounsweet,bounsweet
761,762,7,Steenee,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",steenee,steenee
762,763,7,Tsareena,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",tsareena,tsareena
763,764,7,Comfey,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",comfey,comfey
764,765,7,Oranguru,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,oranguru,oranguru
765,766,7,Passimian,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",passimian,passimian
766,767,7,Wimpod,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",wimpod,wimpod
767,768,7,Golisopod,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.",golisopod,golisopod
768,769,7,Sandygast,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.,sandygast,sandygast
769,770,7,Palossand,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",palossand,palossand
770,771,7,Pyukumuku,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",pyukumuku,pyukumuku
771,772,7,Type: Null,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.,typenull,typenull
772,773,7,Silvally,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.,silvally,silvally
773,774,7,Minior,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior,minior
774,775,7,Komala,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.",komala,komala
775,776,7,Turtonator,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,turtonator,turtonator
776,777,7,Togedemaru,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.",togedemaru,togedemaru
777,778,7,Mimikyu,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",mimikyu,mimikyu
778,779,7,Bruxish,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.",bruxish,bruxish
779,780,7,Drampa,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",drampa,drampa
780,781,7,Dhelmise,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",dhelmise,dhelmise
781,782,7,Jangmo-o,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,jangmoo,jangmo-o
782,783,7,Hakamo-o,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.",hakamoo,hakamo-o
783,784,7,Kommo-o,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.,kommoo,kommo-o
784,785,7,Tapu Koko,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.",tapukoko,tapukoko
785,786,7,Tapu Lele,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,tapulele,tapulele
786,787,7,Tapu Bulu,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.",tapubulu,tapubulu
787,788,7,Tapu Fini,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.",tapufini,tapufini
788,789,7,Cosmog,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.",cosmog,cosmog
789,790,7,Cosmoem,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,cosmoem,cosmoem
790,791,7,Solgaleo,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,solgaleo,solgaleo
791,792,7,Lunala,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”",lunala,lunala
792,793,7,Nihilego,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.",nihilego,nihilego
793,794,7,Buzzwole,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",buzzwole,buzzwole
794,795,7,Pheromosa,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power.",pheromosa,pheromosa
795,796,7,Xurkitree,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",xurkitree,xurkitree
796,797,7,Celesteela,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.",celesteela,celesteela
797,798,7,Kartana,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword.",kartana,kartana
798,799,7,Guzzlord,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",guzzlord,guzzlord
799,800,7,Necrozma,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma,necrozma
800,801,7,Magearna,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.,magearna,magearna
801,802,7,Marshadow,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",marshadow,marshadow
802,803,7,Poipole,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,poipole,poipole
803,804,7,Naganadel,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,naganadel,naganadel
804,805,7,Stakataka,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,stakataka,stakataka
805,806,7,Blacephalon,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",blacephalon,blacephalon
806,807,7,Zeraora,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",zeraora,zeraora
807,808,7,Meltan,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",meltan,meltan
808,809,7,Melmetal,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan.",melmetal,melmetal
809,810,8,Grookey,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",grookey,grookey
810,811,8,Thwackey,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",thwackey,thwackey
811,812,8,Rillaboom,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",rillaboom,rillaboom
812,813,8,Scorbunny,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",scorbunny,scorbunny
813,814,8,Raboot,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,raboot,raboot
814,815,8,Cinderace,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",cinderace,cinderace
815,816,8,Sobble,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",sobble,sobble
816,817,8,Drizzile,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",drizzile,drizzile
817,818,8,Inteleon,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",inteleon,inteleon
818,819,8,Skwovet,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",skwovet,skwovet
819,820,8,Greedent,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",greedent,greedent
820,821,8,Rookidee,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",rookidee,rookidee
821,822,8,Corvisquire,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",corvisquire,corvisquire
822,823,8,Corviknight,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,corviknight,corviknight
823,824,8,Blipbug,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",blipbug,blipbug
824,825,8,Dottler,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",dottler,dottler
825,826,8,Orbeetle,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",orbeetle,orbeetle
826,827,8,Nickit,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",nickit,nickit
827,828,8,Thievul,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",thievul,thievul
828,829,8,Gossifleur,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",gossifleur,gossifleur
829,830,8,Eldegoss,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,eldegoss,eldegoss
830,831,8,Wooloo,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",wooloo,wooloo
831,832,8,Dubwool,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",dubwool,dubwool
832,833,8,Chewtle,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,chewtle,chewtle
833,834,8,Drednaw,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",drednaw,drednaw
834,835,8,Yamper,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",yamper,yamper
835,836,8,Boltund,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,boltund,boltund
836,837,8,Rolycoly,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",rolycoly,rolycoly
837,838,8,Carkol,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,carkol,carkol
838,839,8,Coalossal,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",coalossal,coalossal
839,840,8,Applin,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",applin,applin
840,841,8,Flapple,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",flapple,flapple
841,842,8,Appletun,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",appletun,appletun
842,843,8,Silicobra,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",silicobra,silicobra
843,844,8,Sandaconda,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",sandaconda,sandaconda
844,845,8,Cramorant,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant,cramorant
845,846,8,Arrokuda,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",arrokuda,arrokuda
846,847,8,Barraskewda,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",barraskewda,barraskewda
847,848,8,Toxel,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",toxel,toxel
848,849,8,Toxtricity,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.",toxtricity,toxtricity
849,850,8,Sizzlipede,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,sizzlipede,sizzlipede
850,851,8,Centiskorch,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",centiskorch,centiskorch
851,852,8,Clobbopus,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",clobbopus,clobbopus
852,853,8,Grapploct,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,grapploct,grapploct
853,854,8,Sinistea,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",sinistea,sinistea
854,855,8,Polteageist,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",polteageist,polteageist
855,856,8,Hatenna,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",hatenna,hatenna
856,857,8,Hattrem,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",hattrem,hattrem
857,858,8,Hatterene,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,hatterene,hatterene
858,859,8,Impidimp,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",impidimp,impidimp
859,860,8,Morgrem,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",morgrem,morgrem
860,861,8,Grimmsnarl,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",grimmsnarl,grimmsnarl
