pokedex_number,name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
297,Hariyama,3,0,0,0,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
298,Azurill,3,0,0,0,Polka Dot Pokémon,2,Normal,Fairy,0.2,2,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,1,0.5,1,1,1,0.5,1,2,1,1,1,0.5,1,0,0,0.5,2,1
299,Nosepass,3,0,0,0,Compass Pokémon,1,Rock,,1,97,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
300,Skitty,3,0,0,0,Kitten Pokémon,1,Normal,,0.6,11,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
301,Delcatty,3,0,0,0,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
302,Sableye,3,0,0,0,Darkness Pokémon,2,Dark,Ghost,0.5,11,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
302,Mega Sableye,3,0,0,0,Darkness Pokémon,2,Dark,Ghost,0.5,161,1,Magic Bounce,,,480,50,85,125,85,115,20,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
303,Mawile,3,0,0,0,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
303,Mega Mawile,3,0,0,0,Deceiver Pokémon,2,Steel,Fairy,1,23.5,1,Huge Power,,,480,50,105,125,55,95,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
304,Aron,3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,0.4,60,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
305,Lairon,3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,0.9,120,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Aggron,3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,2.1,360,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Mega Aggron,3,0,0,0,Iron Armor Pokémon,1,Steel,,2.2,395,1,Filter,,,630,70,140,230,60,80,50,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
307,Meditite,3,0,0,0,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Medicham,3,0,0,0,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Mega Medicham,3,0,0,0,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
309,Electrike,3,0,0,0,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Manectric,3,0,0,0,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Mega Manectric,3,0,0,0,Discharge Pokémon,1,Electric,,1.8,44,1,Intimidate,,,575,70,75,80,135,80,135,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
311,Plusle,3,0,0,0,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405,60,50,40,85,75,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
312,Minun,3,0,0,0,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405,60,40,50,75,85,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
313,Volbeat,3,0,0,0,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
314,Illumise,3,0,0,0,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
315,Roselia,3,0,0,0,Thorn Pokémon,2,Grass,Poison,0.3,2,3,Natural Cure,Poison Point,Leaf Guard,400,50,60,45,100,80,65,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
316,Gulpin,3,0,0,0,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302,70,43,53,43,53,40,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
317,Swalot,3,0,0,0,Poison Bag Pokémon,1,Poison,,1.7,80,3,Liquid Ooze,Sticky Hold,Gluttony,467,100,73,83,73,83,55,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
318,Carvanha,3,0,0,0,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305,45,90,20,65,20,65,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Sharpedo,3,0,0,0,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460,70,120,40,95,40,95,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Mega Sharpedo,3,0,0,0,Brutal Pokémon,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,560,70,140,70,110,65,105,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
320,Wailmer,3,0,0,0,Ball Whale Pokémon,1,Water,,2,130,3,Water Veil,Oblivious,Pressure,400,130,70,35,70,35,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
321,Wailord,3,0,0,0,Float Whale Pokémon,1,Water,,14.5,398,3,Water Veil,Oblivious,Pressure,500,170,90,45,90,45,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
322,Numel,3,0,0,0,Numb Pokémon,2,Fire,Ground,0.7,24,3,Oblivious,Simple,Own Tempo,305,60,60,40,65,45,35,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Camerupt,3,0,0,0,Eruption Pokémon,2,Fire,Ground,1.9,220,3,Magma Armor,Solid Rock,Anger Point,460,70,100,70,105,75,40,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Mega Camerupt,3,0,0,0,Eruption Pokémon,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,560,70,120,100,145,105,20,1,0.5,3,0,1,1,1,0.5,1.5,1,1,0.5,1,1,1,1,0.5,0.5
324,Torkoal,3,0,0,0,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470,70,85,140,85,70,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
325,Spoink,3,0,0,0,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330,60,25,35,70,80,60,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
326,Grumpig,3,0,0,0,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470,80,45,65,90,110,80,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
327,Spinda,3,0,0,0,Spot Panda Pokémon,1,Normal,,1.1,5,3,Own Tempo,Tangled Feet,Contrary,360,60,60,60,60,60,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
328,Trapinch,3,0,0,0,Ant Pit Pokémon,1,Ground,,0.7,15,3,Hyper Cutter,Arena Trap,Sheer Force,290,45,100,45,45,45,10,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
329,Vibrava,3,0,0,0,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,,,340,50,70,50,50,50,70,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
330,Flygon,3,0,0,0,Mystic Pokémon,2,Ground,Dragon,2,82,1,Levitate,,,520,80,100,80,80,80,100,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
331,Cacnea,3,0,0,0,Cactus Pokémon,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335,50,85,40,85,40,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,Cacturne,3,0,0,0,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475,70,115,60,115,60,55,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,Swablu,3,0,0,0,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,310,45,40,60,40,75,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
334,Altaria,3,0,0,0,Humming Pokémon,2,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,490,75,70,90,70,105,80,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
334,Mega Altaria,3,0,0,0,Humming Pokémon,2,Dragon,Fairy,1.5,20.6,1,Pixilate,,,590,75,110,110,110,105,80,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
335,Zangoose,3,0,0,0,Cat Ferret Pokémon,1,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,458,73,115,60,60,60,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
336,Seviper,3,0,0,0,Fang Snake Pokémon,1,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,458,73,100,60,100,60,65,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
337,Lunatone,3,0,0,0,Meteorite Pokémon,2,Rock,Psychic,1,168,1,Levitate,,,460,90,55,65,95,85,70,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
338,Solrock,3,0,0,0,Meteorite Pokémon,2,Rock,Psychic,1.2,154,1,Levitate,,,460,90,95,85,55,65,70,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
339,Barboach,3,0,0,0,Whiskers Pokémon,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
340,Whiscash,3,0,0,0,Whiskers Pokémon,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
341,Corphish,3,0,0,0,Ruffian Pokémon,1,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
342,Crawdaunt,3,0,0,0,Rogue Pokémon,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
343,Baltoy,3,0,0,0,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,,,300,40,40,55,40,70,55,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
344,Claydol,3,0,0,0,Clay Doll Pokémon,2,Ground,Psychic,1.5,108,1,Levitate,,,500,60,70,105,70,120,75,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
345,Lileep,3,0,0,0,Sea Lily Pokémon,2,Rock,Grass,1,23.8,2,Suction Cups,,Storm Drain,355,66,41,77,61,87,23,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
346,Cradily,3,0,0,0,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495,86,81,97,81,107,43,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
347,Anorith,3,0,0,0,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355,45,95,50,40,50,75,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
348,Armaldo,3,0,0,0,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495,75,125,100,70,80,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
349,Feebas,3,0,0,0,Fish Pokémon,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
350,Milotic,3,0,0,0,Tender Pokémon,1,Water,,6.2,162,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
351,Castform,3,0,0,0,Weather Pokémon,1,Normal,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
351,Castform Sunny Form,3,0,0,0,Weather Pokémon,1,Fire,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
351,Castform Rainy Form,3,0,0,0,Weather Pokémon,1,Water,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
351,Castform Snowy Form,3,0,0,0,Weather Pokémon,1,Ice,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
352,Kecleon,3,0,0,0,Color Swap Pokémon,1,Normal,,1,22,2,Color Change,,Protean,440,60,90,70,60,120,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,Shuppet,3,0,0,0,Puppet Pokémon,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Banette,3,0,0,0,Marionette Pokémon,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Mega Banette,3,0,0,0,Marionette Pokémon,1,Ghost,,1.2,13,1,Prankster,,,555,64,165,75,93,83,75,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
355,Duskull,3,0,0,0,Requiem Pokémon,1,Ghost,,0.8,15,2,Levitate,,Frisk,295,20,40,90,30,90,25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
356,Dusclops,3,0,0,0,Beckon Pokémon,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,455,40,70,130,60,130,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
357,Tropius,3,0,0,0,Fruit Pokémon,2,Grass,Flying,2,100,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
358,Chimecho,3,0,0,0,Wind Chime Pokémon,1,Psychic,,0.6,1,1,Levitate,,,455,75,50,80,95,90,65,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
359,Absol,3,0,0,0,Disaster Pokémon,1,Dark,,1.2,47,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
359,Mega Absol,3,0,0,0,Disaster Pokémon,1,Dark,,1.2,49,1,Magic Bounce,,,565,65,150,60,115,60,115,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
360,Wynaut,3,0,0,0,Bright Pokémon,1,Psychic,,0.6,14,2,Shadow Tag,,Telepathy,260,95,23,48,23,48,23,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
361,Snorunt,3,0,0,0,Snow Hat Pokémon,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Glalie,3,0,0,0,Face Pokémon,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Mega Glalie,3,0,0,0,Face Pokémon,1,Ice,,2.1,350.2,1,Refrigerate,,,580,80,120,80,120,80,100,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
363,Spheal,3,0,0,0,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
364,Sealeo,3,0,0,0,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
365,Walrein,3,0,0,0,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
366,Clamperl,3,0,0,0,Bivalve Pokémon,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,74,55,32,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
367,Huntail,3,0,0,0,Deep Sea Pokémon,1,Water,,1.7,27,2,Swift Swim,,Water Veil,485,55,104,105,94,75,52,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
368,Gorebyss,3,0,0,0,South Sea Pokémon,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,114,75,52,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
369,Relicanth,3,0,0,0,Longevity Pokémon,2,Water,Rock,1,23.4,3,Swift Swim,Rock Head,Sturdy,485,100,90,130,45,65,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
370,Luvdisc,3,0,0,0,Rendezvous Pokémon,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,330,43,30,55,40,65,97,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
371,Bagon,3,0,0,0,Rock Head Pokémon,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300,45,75,60,40,30,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
372,Shelgon,3,0,0,0,Endurance Pokémon,1,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,420,65,95,100,60,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
373,Salamence,3,0,0,0,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,600,95,135,80,110,80,100,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
373,Mega Salamence,3,0,0,0,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,1,Aerilate,,,700,95,145,130,120,90,120,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
374,Beldum,3,0,0,0,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,300,40,55,80,35,60,30,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
375,Metang,3,0,0,0,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,420,60,75,100,55,80,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Metagross,3,1,0,0,Iron Leg Pokémon,2,Steel,Psychic,1.6,550,2,Clear Body,,Light Metal,600,80,135,130,95,90,70,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Mega Metagross,3,1,0,0,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,1,Tough Claws,,,700,80,145,150,105,110,110,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
377,Regirock,3,0,1,0,Rock Peak Pokémon,1,Rock,,1.7,230,2,Clear Body,,Sturdy,580,80,100,200,50,100,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
378,Regice,3,0,1,0,Iceberg Pokémon,1,Ice,,1.8,175,2,Clear Body,,Ice Body,580,80,50,100,100,200,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
379,Registeel,3,0,1,0,Iron Pokémon,1,Steel,,1.9,205,2,Clear Body,,Light Metal,580,80,75,150,75,150,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
380,Latias,3,0,1,0,Eon Pokémon,2,Dragon,Psychic,1.4,40,1,Levitate,,,600,80,80,90,110,130,110,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
380,Mega Latias,3,0,1,0,Eon Pokémon,2,Dragon,Psychic,1.8,52,1,Levitate,,,700,80,100,120,140,150,110,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
381,Latios,3,0,1,0,Eon Pokémon,2,Dragon,Psychic,2,60,1,Levitate,,,600,80,90,80,130,110,110,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
381,Mega Latios,3,0,1,0,Eon Pokémon,2,Dragon,Psychic,2.3,70,1,Levitate,,,700,80,130,100,160,120,110,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
382,Kyogre,3,0,1,0,Sea Basin Pokémon,1,Water,,4.5,352,1,Drizzle,,,670,100,100,90,150,140,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
382,Primal Kyogre,3,0,1,0,Sea Basin Pokémon,1,Water,,9.8,430,1,Primordial Sea,,,770,100,150,90,180,160,90,1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
383,Groudon,3,0,1,0,Continent Pokémon,1,Ground,,3.5,950,1,Drought,,,670,100,150,140,100,90,90,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
383,Primal Groudon,3,0,1,0,Continent Pokémon,2,Ground,Fire,5,999.7,1,Desolate Land,,,770,100,180,160,150,90,90,1,0.5,0,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
384,Rayquaza,3,0,1,0,Sky High Pokémon,2,Dragon,Flying,7,206.5,1,Air Lock,,,680,105,150,90,150,90,95,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
384,Mega Rayquaza,3,0,1,0,Sky High Pokémon,2,Dragon,Flying,10.8,392,1,Delta Stream,,,780,105,180,100,180,100,115,1,0.5,0.5,0.5,0.25,2,0.5,1,0,1,1,0.5,1,1,2,1,1,2
385,Jirachi,3,0,0,1,Wish Pokémon,2,Steel,Psychic,0.3,1.1,1,Serene Grace,,,600,100,100,100,100,100,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
386,Deoxys Normal Forme,3,0,0,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,150,50,150,50,150,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Attack Forme,3,0,0,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,180,20,180,20,150,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Defense Forme,3,0,0,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,70,160,70,160,90,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Speed Forme,3,0,0,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,95,90,95,90,180,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
387,Turtwig,4,0,0,0,Tiny Leaf Pokémon,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,318,55,68,64,45,55,31,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
388,Grotle,4,0,0,0,Grove Pokémon,1,Grass,,1.1,97,2,Overgrow,,Shell Armor,405,75,89,85,55,65,36,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
389,Torterra,4,0,0,0,Continent Pokémon,2,Grass,Ground,2.2,310,2,Overgrow,,Shell Armor,525,95,109,105,75,85,56,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
390,Chimchar,4,0,0,0,Chimp Pokémon,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,309,44,58,44,58,44,61,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
391,Monferno,4,0,0,0,Playful Pokémon,2,Fire,Fighting,0.9,22,2,Blaze,,Iron Fist,405,64,78,52,78,52,81,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
